WordPress Slider Block Gutenslider;https://ru.wordpress.org/plugins/gutenslider/;Slider plugin for Gutenberg. Create a image slider, video slider, fullscreen slider with this powerfulЕ;10†000+ активных установок;6.1.1
Events Shortcodes For The Events Calendar;https://ru.wordpress.org/plugins/template-events-calendar/;The Events Calendar shortcodes addon provides event shortcode builder & Gutenberg blocks to show eventsЕ;10†000+ активных установок;6.1.1
WPZOOM Portfolio;https://ru.wordpress.org/plugins/wpzoom-portfolio/;Just a simple plugin to create Portfolio posts and display them in a beautiful gridЕ;10†000+ активных установок;6.1.1
LIQUID SPEECH BALLOON;https://ru.wordpress.org/plugins/liquid-speech-balloon/;—оздайте диалог с особым дизайном через визуальный редактор Gutenberg.;10†000+ активных установок;6.1.1
Countdown Timer Ч Widget Countdown;https://ru.wordpress.org/plugins/widget-countdown/;Countdown timer plugin is an nice tool to create and insert timers into your posts/pagesЕ;10†000+ активных установок;6.0.3
Highlighting Code Block;https://ru.wordpress.org/plugins/highlighting-code-block/;Add code block with syntax highlighting using prism.js. (Available for Gutenberg and Classic Editor);10†000+ активных установок;6.1.1
WP VR Ч 360 Panorama and Virtual Tour Builder For WordPress;https://ru.wordpress.org/plugins/wpvr/;Let site visitors take a virtual tour and get them excited!! Let them experience aЕ;10†000+ активных установок;6.0.3
Countdown, Coming Soon, Maintenance Ч Countdown & Clock;https://ru.wordpress.org/plugins/countdown-builder/;Countdown builder Ч Customizable Countdown Timer;10†000+ активных установок;6.1.1
Elementor Blocks for Gutenberg;https://ru.wordpress.org/plugins/block-builder/;Elementor Blocks for Gutenberg, officially created by Elementor Page Builder, allows you to easily insertЕ;10†000+ активных установок;6.1.1
ѕортфолио Gallery, Product Catalog Ч Grid KIT ѕортфолио;https://ru.wordpress.org/plugins/portfolio-wp/;ѕортфолио, gallery, catalog, instagram feed etc. all in one plugin Ч Grid Kit ѕортфолио Gallery;10†000+ активных установок;5.9.5
WP Map Block Ч Gutenberg Map Block for Google Map and OpenStreet Map;https://ru.wordpress.org/plugins/wp-map-block/;No API key is required to launch Google Maps & OpenStreetMap.;10†000+ активных установок;6.1.1
eCommerce Product Catalog Plugin for WordPress;https://ru.wordpress.org/plugins/ecommerce-product-catalog/;eCommerce Product Catalog is a powerful and free plugin to sell with a beautiful eCommerceЕ;10†000+ активных установок;6.1.1
Hotel Booking Lite;https://ru.wordpress.org/plugins/motopress-hotel-booking-lite/;The #1 Hotel Booking and Vacation Rental Plugin for WordPress. Online payments, seasons, rates, freeЕ;10†000+ активных установок;6.1.1
Five Star Business Profile and Schema;https://ru.wordpress.org/plugins/business-profile/;Add structured data to any page or post type. Create an SEO friendly contact cardЕ;10†000+ активных установок;6.1.1
WP User Manager Ч User Profile Builder & Membership;https://ru.wordpress.org/plugins/wp-user-manager/;The most customizable profiles & community builder WordPress plugin with front-end login, registration, profile customizationЕ;10†000+ активных установок;6.1.1
Directorist Ч WordPress Business Directory Plugin with Classified Ads Listings;https://ru.wordpress.org/plugins/directorist/;The Best WordPress Directory Plugin to Create Business Directory, Job Listings, Classified Ads, Booking Directory,Е;10†000+ активных установок;6.0.3
Visual Link Preview;https://ru.wordpress.org/plugins/visual-link-preview/;Display a fully customizable visual link preview for any internal or external link.;10†000+ активных установок;6.1.1
Opt-Out for Google Analytics;https://ru.wordpress.org/plugins/google-analytics-opt-out/;Provides an Opt-Out functionality for Google Analytics;10†000+ активных установок;5.5.11
Bootstrap Blocks;https://ru.wordpress.org/plugins/wp-bootstrap-blocks/;Bootstrap Gutenberg Blocks for WordPress. This plugin adds Bootstrap components and layout options as GutenbergЕ;10†000+ активных установок;6.1.1
Reusable Blocks Extended;https://ru.wordpress.org/plugins/reusable-blocks-extended/;–асширьте функционал многоразовых блоков Gutenberg с помощью полноценной панели администратора, виджетов, шорткодов и функций PHP.;10†000+ активных установок;6.1.1
Recipe Card Blocks for Gutenberg & Elementor;https://ru.wordpress.org/plugins/recipe-card-blocks-by-wpzoom/;Beautiful Recipe Card Blocks for Food Bloggers with Schema Markup (JSON-LD) for the new WordPressЕ;10†000+ активных установок;6.1.1
Podcast Player Ч Your Podcasting Companion;https://ru.wordpress.org/plugins/podcast-player/;Showcase your podcast only using podcasting feed url. Use widget, shortcode or editor block toЕ;10†000+ активных установок;6.1.1
Connections Business Directory;https://ru.wordpress.org/plugins/connections/;An easy-to-use directory plugin to create an addressbook, business directory, member directory, staff directory orЕ;10†000+ активных установок;6.1.1
Auto Amazon Links Ч Amazon Associates Affiliate Plugin;https://ru.wordpress.org/plugins/amazon-auto-links/;Generates Amazon affiliate links of products just coming out today. Pick categories and they appearЕ;10†000+ активных установок;5.9.5
Gutenberg Blocks Collection Ч qodeblock;https://ru.wordpress.org/plugins/qodeblock/;A collection of beautiful, customizable Gutenberg blocks for the new block editor.;10†000+ активных установок;5.8.0
HivePress Ч ѕлагин WordPress дл€ бизнес-каталогов и досок объ€влений;https://ru.wordpress.org/plugins/hivepress/;ѕростой, но мощный плагин дл€ создани€ бизнес-каталога, доски объ€влений, сайта по поиску работы, недвижимости илиЕ;10†000+ активных установок;6.1.1
Accordion & FAQ Ч Helpie WordPress Accordion FAQ plugin;https://ru.wordpress.org/plugins/helpie-faq/;Accordion, FAQ & Docs builder for WordPress with powerful Drag and Drop features. Helpie AccordionЕ;9†000+ активных установок;6.0.3
Author Avatars List/Block;https://ru.wordpress.org/plugins/author-avatars/;Display lists of user avatars using widgets or shortcodes. With Gutenberg support.;9†000+ активных установок;6.1.0
Five Star Restaurant Menu Ч WordPress Food Ordering Plugin;https://ru.wordpress.org/plugins/food-and-drink-menu/;Easily add a restaurant menu and food ordering to your site. Includes Gutenberg restaurant blocks,Е;9†000+ активных установок;6.1.1
WP Tabs Ч Responsive Tabs Plugin for WordPress;https://ru.wordpress.org/plugins/wp-expand-tabs-free/;WP Tabs is the most user-friendly, highly customizable, responsive WordPress tabs plugin to display yourЕ;9†000+ активных установок;6.1.1
Carousel Slider Block for Gutenberg;https://ru.wordpress.org/plugins/carousel-block/;јдаптивный карусельный слайдер дл€ редактора Gutenberg.;9†000+ активных установок;6.0.3
JSON Content Importer;https://ru.wordpress.org/plugins/json-content-importer/;Plugin to import, cache and display a JSON-Feed / JSON-API: Connect your Wordpress to anЕ;8†000+ активных установок;6.1.1
Timeline Express;https://ru.wordpress.org/plugins/timeline-express/;Timeline Express creates a beautiful vertical animated and responsive timeline of posts, in chronological order.;10†000+ активных установок;6.0.3
Qubely Ч расширенные блоки Gutenberg;https://ru.wordpress.org/plugins/qubely/;√отовые блоки и разделы Gutenberg с широкими возможност€ми настройки. ”лучшите редактор Gutenberg с помощью простогоЕ;10†000+ активных установок;6.0.3
UsersWP Ч Front-end login form, User Registration, User Profile & Members Directory plugin for WordPress;https://ru.wordpress.org/plugins/userswp/;Light weight Front-end login form, User Registration, User Profile and Members Directory plugin.;10†000+ активных установок;6.1.1
Contact Form Email;https://ru.wordpress.org/plugins/contact-form-to-email/;Contact form with visual form builder. Contact form that sends the data to email, toЕ;10†000+ активных установок;6.1.1
GamiPress Ч The most flexible and powerful gamification plugin for WordPress;https://ru.wordpress.org/plugins/gamipress/;Reward your users with points, achievements, badges and ranks to increase your site activity andЕ;10†000+ активных установок;6.1.1
GeoDirectory Ч  WordPress Business Directory Plugin and Classified Ads Listings;https://ru.wordpress.org/plugins/geodirectory/;Create a Business Directory, Classified Ads Directory, Job Listings Directory, or Member Directory with theЕ;10†000+ активных установок;6.1.1
Better Click To Tweet;https://ru.wordpress.org/plugins/better-click-to-tweet/;Insert click to tweet boxes into your posts, simply and securely. Gutenberg/WordPress 5.X+ block included.;10†000+ активных установок;6.1.1
WordPress Slider Block Gutenslider;https://ru.wordpress.org/plugins/gutenslider/;Slider plugin for Gutenberg. Create a image slider, video slider, fullscreen slider with this powerfulЕ;10†000+ активных установок;6.1.1
Events Shortcodes For The Events Calendar;https://ru.wordpress.org/plugins/template-events-calendar/;The Events Calendar shortcodes addon provides event shortcode builder & Gutenberg blocks to show eventsЕ;10†000+ активных установок;6.1.1
WPZOOM Portfolio;https://ru.wordpress.org/plugins/wpzoom-portfolio/;Just a simple plugin to create Portfolio posts and display them in a beautiful gridЕ;10†000+ активных установок;6.1.1
LIQUID SPEECH BALLOON;https://ru.wordpress.org/plugins/liquid-speech-balloon/;—оздайте диалог с особым дизайном через визуальный редактор Gutenberg.;10†000+ активных установок;6.1.1
Countdown Timer Ч Widget Countdown;https://ru.wordpress.org/plugins/widget-countdown/;Countdown timer plugin is an nice tool to create and insert timers into your posts/pagesЕ;10†000+ активных установок;6.0.3
Highlighting Code Block;https://ru.wordpress.org/plugins/highlighting-code-block/;Add code block with syntax highlighting using prism.js. (Available for Gutenberg and Classic Editor);10†000+ активных установок;6.1.1
WP VR Ч 360 Panorama and Virtual Tour Builder For WordPress;https://ru.wordpress.org/plugins/wpvr/;Let site visitors take a virtual tour and get them excited!! Let them experience aЕ;10†000+ активных установок;6.0.3
Countdown, Coming Soon, Maintenance Ч Countdown & Clock;https://ru.wordpress.org/plugins/countdown-builder/;Countdown builder Ч Customizable Countdown Timer;10†000+ активных установок;6.1.1
